ID,District,Street,Date_Time,Lat,Long,Street_Lights,Police_Presence,Emergency_Services,Crowd_Level,Active_Shops,Public_Transport,Incident_Reports,Emergency_Calls,Tourist_Season,Risk_Level
TUN_2966,Lafayette,Avenue de la Liberté,2024-10-17 09:39:00,36.845411352323076,10.185220030796172,False,True,True,4.0,28.0,False,3.0,5.0,False,2.0
TUN_2967,Cite Olympique,Avenue Mohamed Ali,2024-10-29 22:30:00,36.81241455888051,10.246113254086682,False,True,True,2.0,27.0,True,5.0,6.0,True,2.0
TUN_2968,Lafayette,Avenue de Londres,2024-10-29 10:32:00,36.8894181334217,10.224867105310242,True,True,True,5.0,7.0,False,1.0,9.0,False,2.0
TUN_2969,El Menzah,Avenue de la Liberté,2024-11-01 13:19:00,36.799251750576474,10.147524243512084,False,True,False,,,True,4.0,2.0,True,2.0
TUN_2970,El Menzah,Rue Mohamed V,2024-10-15 11:03:00,36.77610354197398,10.200654089620118,True,True,True,2.0,22.0,False,6.0,2.0,False,2.0
TUN_2971,Montplaisir,Avenue Kheireddine Pacha,2024-10-19 23:28:00,36.73260706738632,10.285242821079715,True,True,True,2.0,19.0,True,5.0,1.0,False,2.0
TUN_2972,Le Bardo,,2024-10-16 11:22:00,36.85724113045221,10.263001555396752,True,True,False,4.0,18.0,False,0.0,19.0,False,3.0
TUN_2973,El Menzah,Avenue de la Liberté,2024-11-02 06:28:00,36.84688878641512,10.16463795696636,False,False,True,1.0,38.0,True,2.0,5.0,True,3.0
TUN_2974,Le Bardo,Avenue Habib Bourguiba,2024-10-14 19:16:00,36.77687100770483,10.29645291227114,True,False,True,5.0,26.0,False,2.0,10.0,True,2.0
TUN_2975,Cite Olympique,Avenue du Stade,2024-10-21 12:09:00,36.70503868279185,10.241724080087026,True,False,True,3.0,31.0,,3.0,1.0,False,2.0
TUN_2976,Carthage,Rue Hannibal,2024-10-05 02:14:00,36.8677994655436,10.112489871133356,False,True,True,1.0,39.0,True,4.0,21.0,False,3.0
TUN_2977,Lafayette,,2024-10-05 22:02:00,36.70228359669082,10.107032142657728,True,True,False,2.0,35.0,True,4.0,13.0,,2.0
TUN_2978,Le Bardo,Rue du Musée,2024-10-17 15:39:00,36.84073995592581,10.133681589802006,False,True,True,2.0,5.0,True,0.0,1.0,False,2.0
TUN_2979,El Menzah,Avenue Hédi Nouira,2024-10-09 23:24:00,36.89405142194521,10.24557117361003,True,True,False,2.0,16.0,True,5.0,4.0,True,2.0
TUN_2980,El Menzah,Rue des Entrepreneurs,,36.78753226562964,10.136747785168485,True,False,False,5.0,11.0,True,2.0,2.0,True,2.0
TUN_2981,Les Berges du Lac,Rue du Lac Michigan,2024-10-21 20:52:00,36.746994680999194,10.202297353841766,True,True,True,3.0,2.0,False,4.0,1.0,False,2.0
TUN_2982,Les Berges du Lac,Rue du Lac Michigan,2024-10-10 06:06:00,36.840974202008674,10.118652024036166,False,False,True,5.0,16.0,True,1.0,12.0,True,2.0
TUN_2983,Les Berges du Lac,Boulevard de la Terre,2024-10-12 09:47:00,36.863425628403114,10.284177231566039,True,False,True,3.0,7.0,False,7.0,22.0,True,3.0
TUN_2984,Les Berges du Lac,Rue du Lac Michigan,2024-10-04 08:27:00,36.80928606321557,10.168792122716713,True,False,False,2.0,10.0,True,1.0,22.0,True,3.0
TUN_2985,La Marsa,Rue du Port,2024-10-16 10:57:00,36.89340705505123,10.281626411312127,True,False,True,1.0,29.0,,0.0,6.0,False,2.0
TUN_2986,Cite Olympique,Rue Pierre de Coubertin,2024-10-16 05:43:00,36.71033374433159,10.28897512838211,True,False,True,1.0,9.0,True,5.0,12.0,False,3.0
TUN_2987,,,2024-10-25 03:40:00,36.80095911966091,10.101225729462735,True,True,True,5.0,25.0,False,1.0,,True,1.0
TUN_2988,Les Berges du Lac,Rue du Lac Victoria,2024-10-19 21:38:00,36.84369078946451,10.192827037439747,True,False,False,5.0,36.0,False,2.0,3.0,False,3.0
TUN_2989,Les Berges du Lac,Boulevard de la Terre,2024-10-06 15:14:00,36.872528094229835,10.104931211141379,True,True,True,2.0,12.0,False,1.0,15.0,True,1.0
TUN_2990,Les Berges du Lac,Rue du Lac Windermere,2024-10-10 15:59:00,36.73585112238156,10.281738553260581,True,True,True,3.0,26.0,True,6.0,23.0,False,2.0
TUN_2991,Carthage,Rue des Suffetes,2024-10-17 12:12:00,36.860000696352735,10.203681508946916,False,True,True,2.0,8.0,True,3.0,8.0,False,2.0
TUN_2992,La Medina,Rue de la Kasbah,2024-10-23 01:55:00,36.81054141514371,10.114988802539699,True,True,True,5.0,17.0,True,6.0,7.0,False,2.0
TUN_2993,La Medina,Rue de la Kasbah,2024-10-27 22:23:00,36.779310736397996,10.122055345655314,True,True,True,3.0,37.0,True,2.0,21.0,True,1.0
TUN_2994,El Menzah,Avenue Hédi Nouira,2024-10-11 21:36:00,36.72634300571582,10.176701804898547,True,False,True,3.0,23.0,True,7.0,23.0,False,3.0
TUN_2995,Montplaisir,,2024-10-31 23:27:00,36.87305915178178,10.288046838574578,True,True,,5.0,,,5.0,8.0,False,2.0
TUN_2996,La Medina,Rue Sidi Ben Arous,2024-10-04 17:27:00,36.73145464163594,10.238581830313617,False,True,True,5.0,10.0,True,5.0,23.0,False,3.0
TUN_2997,El Menzah,Rue des Entrepreneurs,2024-10-11 07:35:00,36.76195757184182,10.273523773237827,False,True,True,3.0,24.0,True,3.0,4.0,True,
TUN_2998,La Marsa,Avenue du 14 Janvier,2024-10-04 14:01:00,36.75800910639249,10.173291329267997,True,False,True,1.0,30.0,True,,0.0,True,2.0
TUN_2999,La Marsa,Avenue Habib Bourguiba,2024-10-28 09:54:00,36.87428280683817,10.10864273991,True,True,True,5.0,23.0,True,4.0,20.0,,2.0
TUN_3000,Montplaisir,Avenue Kheireddine Pacha,2024-10-24 08:24:00,36.83454059884178,10.294863527440883,False,True,True,5.0,15.0,False,0.0,20.0,,2.0
TUN_3001,Cite Olympique,Avenue du Stade,2024-10-30 00:10:00,36.859336279438274,10.103434598132473,False,True,True,4.0,29.0,True,1.0,17.0,False,2.0
TUN_3002,Cite Olympique,Rue des Sports,2024-10-17 23:11:00,36.7500935797585,10.289530330616218,False,True,True,4.0,34.0,False,7.0,8.0,True,2.0
TUN_3003,Le Bardo,Rue du Musée,2024-10-22 01:30:00,36.8249748199214,10.173735484769828,True,False,False,4.0,23.0,True,2.0,2.0,False,2.0
TUN_3004,Carthage,Rue des Suffetes,2024-10-30 12:15:00,36.81434919662875,10.102018081004376,,False,True,5.0,25.0,False,4.0,14.0,True,2.0
TUN_3005,El Menzah,Rue Mohamed V,2024-11-01 09:44:00,36.86656607535765,10.237831446344902,,False,False,2.0,8.0,False,2.0,0.0,True,3.0
TUN_3006,,,2024-11-02 02:04:00,36.88121741209625,10.296108060806272,True,True,True,2.0,36.0,False,3.0,5.0,False,2.0
TUN_3007,La Medina,Rue Sidi Ben Arous,2024-10-12 07:05:00,36.70243135429548,10.293125144567519,True,True,True,3.0,39.0,True,3.0,1.0,True,1.0
TUN_3008,Cite Olympique,Rue des Sports,2024-10-27 15:15:00,36.83480398381176,10.132187402240483,False,,True,2.0,24.0,False,6.0,12.0,True,3.0
TUN_3009,La Marsa,Rue du Port,2024-10-26 17:49:00,36.710367159823946,10.13624956121323,True,True,False,1.0,15.0,True,0.0,3.0,False,2.0
TUN_3010,Le Bardo,Avenue Habib Bourguiba,2024-10-07 05:28:00,36.809771733015474,10.213107782923933,False,True,True,5.0,27.0,True,7.0,16.0,True,3.0
TUN_3011,Carthage,Avenue Habib Bourguiba,2024-10-12 07:20:00,36.75752654580874,10.227460965285665,True,False,False,5.0,2.0,False,2.0,16.0,True,3.0
TUN_3012,Montplaisir,Rue d'Iran,2024-10-12 23:28:00,36.76135531990443,10.247883582733174,True,True,True,4.0,33.0,True,1.0,19.0,False,2.0
TUN_3013,Montplaisir,Rue d'Iran,2024-10-25 09:31:00,36.770591700690474,10.13621007209443,False,True,True,2.0,2.0,False,5.0,7.0,,3.0
TUN_3014,Mutuelleville,Rue des Orangers,2024-10-24 19:04:00,36.82425848980992,10.291801417352888,False,True,False,4.0,28.0,True,4.0,17.0,False,3.0
TUN_3015,La Medina,Rue Sidi Ben Arous,2024-10-08 08:40:00,36.766809993133755,10.227747851257847,True,True,,2.0,39.0,True,2.0,1.0,False,1.0
TUN_3016,La Medina,Rue Sidi Ben Arous,2024-10-09 20:04:00,36.84653981011805,10.26940938377411,False,False,False,1.0,19.0,False,7.0,22.0,False,5.0
TUN_3017,Cite Olympique,Rue des Sports,2024-10-28 02:32:00,36.78090547711478,10.208013143056835,True,True,False,4.0,26.0,True,5.0,11.0,False,2.0
TUN_3018,Mutuelleville,Rue des Orangers,2024-10-05 07:01:00,36.71367064006199,10.182855369517977,True,True,True,1.0,20.0,True,6.0,20.0,False,3.0
TUN_3019,Cite Olympique,Avenue du Stade,2024-10-31 02:01:00,36.85675196849682,10.295436581319,True,False,True,1.0,15.0,True,1.0,4.0,False,2.0
TUN_3020,Montplaisir,Rue d'Iran,2024-10-04 09:49:00,36.757151664918545,10.216424274163968,True,False,True,4.0,28.0,True,1.0,8.0,True,2.0
TUN_3021,La Medina,Souk El Attarine,2024-10-14 01:28:00,36.78655337591985,10.273374716559836,True,False,,2.0,14.0,True,4.0,3.0,True,2.0
TUN_3022,Montplaisir,Rue du Caire,2024-10-03 21:57:00,36.83708877664438,10.290658479273258,False,False,False,3.0,27.0,True,3.0,,True,3.0
TUN_3023,Cite Olympique,Rue Pierre de Coubertin,2024-10-27 17:24:00,36.76649123142975,10.235070925401732,False,True,True,3.0,19.0,True,5.0,13.0,False,2.0
TUN_3024,Le Bardo,Avenue de Paris,2024-10-04 16:42:00,36.71131713122934,10.209787735703735,True,False,True,3.0,34.0,True,5.0,3.0,True,2.0
TUN_3025,La Marsa,Rue de la Plage,2024-11-02 15:46:00,36.77478420940256,10.10070217018213,False,False,,3.0,34.0,False,0.0,2.0,False,3.0
TUN_3026,La Medina,,2024-10-22 21:49:00,36.88888971653886,10.1080039281478,,False,True,4.0,30.0,True,0.0,21.0,False,3.0
TUN_3027,La Marsa,,2024-10-13 09:37:00,36.82834687945971,10.140170243210223,True,True,False,1.0,,True,1.0,22.0,False,3.0
TUN_3028,La Medina,Rue Sidi Ben Arous,2024-10-15 16:03:00,36.83429582973344,10.1372016863712,True,True,False,5.0,6.0,,6.0,22.0,True,3.0
TUN_3029,Lafayette,Rue d'Algérie,2024-10-25 18:27:00,36.826456430727525,10.15095175903997,False,True,True,4.0,29.0,False,1.0,24.0,False,3.0
TUN_3030,Carthage,Avenue de la République,2024-10-20 07:15:00,36.73979842779189,10.160986927539533,False,False,True,3.0,20.0,False,2.0,6.0,True,2.0
TUN_3031,La Medina,Rue de la Kasbah,,36.78366677282046,10.172013098710146,False,True,False,1.0,24.0,False,0.0,3.0,False,3.0
TUN_3032,Cite Olympique,Avenue du Stade,2024-10-29 21:26:00,36.85018795967267,10.184107538013775,True,False,True,4.0,28.0,False,5.0,24.0,False,3.0
TUN_3033,Montplaisir,Avenue Mohamed V,2024-10-13 21:57:00,36.72027457951064,10.119773267691203,False,True,False,2.0,2.0,False,6.0,20.0,False,4.0
TUN_3034,Cite Olympique,Avenue du Stade,2024-10-05 00:58:00,36.75557055521794,10.108472386390556,False,True,True,3.0,5.0,True,6.0,1.0,True,2.0
TUN_3035,El Menzah,Avenue de la Liberté,2024-10-29 00:23:00,36.75526382169317,10.234788889814604,False,False,True,5.0,30.0,True,7.0,1.0,True,3.0
TUN_3036,Cite Olympique,Avenue Mohamed Ali,2024-10-27 08:45:00,36.7864037855189,10.207466964968615,True,False,True,3.0,26.0,True,1.0,7.0,True,2.0
TUN_3037,Montplaisir,Avenue Kheireddine Pacha,2024-10-21 00:42:00,36.896073748188435,10.188828840444025,True,True,True,3.0,36.0,True,2.0,,False,1.0
TUN_3038,Montplaisir,Avenue Kheireddine Pacha,2024-10-16 13:47:00,36.71350050933677,10.22688798823367,True,False,True,4.0,13.0,True,7.0,16.0,False,3.0
TUN_3039,Le Bardo,Avenue Habib Bourguiba,2024-10-16 12:28:00,36.80374019887612,10.265535881440709,True,False,False,3.0,39.0,True,5.0,20.0,True,3.0
TUN_3040,Le Bardo,Avenue Habib Bourguiba,2024-10-06 22:21:00,36.735872936402444,10.185538581823241,True,True,False,1.0,22.0,False,6.0,8.0,False,3.0
TUN_3041,Cite Olympique,Rue des Sports,2024-10-22 18:52:00,36.894135309081946,10.228223893010396,False,False,True,5.0,30.0,True,2.0,3.0,False,2.0
TUN_3042,El Menzah,Rue Mohamed V,2024-10-24 23:16:00,36.7226607009455,10.290714444767032,True,True,True,2.0,18.0,True,2.0,6.0,True,1.0
TUN_3043,,,2024-10-30 15:20:00,36.78072020047232,10.267924899172312,True,False,True,1.0,11.0,True,6.0,15.0,False,3.0
TUN_3044,Les Berges du Lac,Rue du Lac Michigan,2024-10-17 02:28:00,36.84757699696692,10.185200162100482,True,True,False,1.0,7.0,True,2.0,2.0,False,2.0
TUN_3045,Cite Olympique,Rue des Sports,2024-10-21 22:02:00,36.84091088560549,10.228943367562948,True,True,True,5.0,27.0,False,2.0,,False,2.0
TUN_3046,La Marsa,Avenue du 14 Janvier,2024-11-02 02:43:00,36.784545727378784,10.135414184383189,True,True,True,1.0,21.0,True,5.0,15.0,True,2.0
TUN_3047,Carthage,Rue des Suffetes,2024-10-09 05:33:00,36.769304833590546,10.212104436979018,True,True,True,5.0,30.0,False,5.0,14.0,True,2.0
TUN_3048,Montplaisir,Avenue Kheireddine Pacha,2024-10-24 12:43:00,36.77952247571058,10.29626565822769,False,True,,2.0,2.0,True,2.0,16.0,False,3.0
TUN_3049,Cite Olympique,Rue des Sports,2024-11-01 22:18:00,36.75285525263173,10.203663023040505,False,True,False,4.0,2.0,True,3.0,,True,2.0
TUN_3050,El Menzah,Rue des Entrepreneurs,2024-10-23 19:56:00,36.741066587741365,10.28552765983803,True,True,True,4.0,3.0,True,0.0,9.0,False,2.0
TUN_3051,Lafayette,Avenue de la Liberté,2024-10-05 16:56:00,36.79660793951178,10.181466984100652,False,True,False,4.0,11.0,True,4.0,17.0,True,3.0
TUN_3052,Lafayette,Avenue de Londres,2024-10-31 17:16:00,36.75370675121352,10.299768965436927,True,True,False,2.0,8.0,False,,14.0,False,2.0
TUN_3053,Carthage,Avenue de la République,2024-10-22 16:37:00,36.75749233297945,10.215844007045511,,True,True,5.0,23.0,False,0.0,17.0,False,2.0
TUN_3054,Cite Olympique,Rue Pierre de Coubertin,2024-10-22 03:37:00,36.83135121269491,10.108453798847187,False,True,False,3.0,36.0,True,6.0,3.0,False,3.0
TUN_3055,Mutuelleville,Avenue Louis Braille,2024-10-11 16:50:00,36.893707466339976,10.217350959338278,True,True,False,3.0,27.0,False,5.0,5.0,True,2.0
TUN_3056,Les Berges du Lac,Rue du Lac Michigan,2024-10-12 04:04:00,36.820727440111874,10.15491453913592,True,True,True,4.0,17.0,False,7.0,24.0,False,
TUN_3057,La Medina,Rue Sidi Ben Arous,2024-10-14 17:06:00,36.715395893412996,10.106496264407179,True,False,True,1.0,,True,4.0,7.0,True,2.0
TUN_3058,Carthage,Avenue Habib Bourguiba,2024-10-27 20:27:00,36.715116722770816,10.264170660938934,True,True,True,3.0,0.0,False,0.0,19.0,True,2.0
TUN_3059,La Medina,,2024-10-11 12:28:00,36.890284644169114,10.155145927396152,True,True,False,4.0,15.0,False,3.0,15.0,False,2.0
TUN_3060,,,2024-10-15 15:02:00,36.75945815806147,10.2593097108093,True,True,True,5.0,3.0,True,6.0,21.0,True,2.0
TUN_3061,Mutuelleville,Rue des Jasmins,2024-10-28 01:04:00,36.718413397216494,10.157643516591174,True,True,True,4.0,16.0,,,6.0,False,1.0
TUN_3062,Mutuelleville,Avenue Louis Braille,2024-10-06 05:16:00,36.81980891743007,10.138865270774755,True,True,True,3.0,10.0,False,2.0,18.0,False,2.0
TUN_3063,Mutuelleville,Avenue Louis Braille,2024-10-16 20:27:00,36.824729755658055,10.294787114820886,True,False,True,2.0,8.0,True,1.0,1.0,False,2.0
TUN_3064,Le Bardo,,2024-10-26 13:18:00,36.829700964023736,10.172329065551004,True,True,,1.0,9.0,True,0.0,23.0,True,3.0
TUN_3065,La Medina,Rue Jamaa Ezzitouna,2024-10-04 13:25:00,36.75348040557151,10.220275242288633,True,True,True,5.0,30.0,False,6.0,10.0,,2.0
TUN_3066,Lafayette,,2024-10-04 08:43:00,36.7030221368429,10.221996298562894,False,True,False,2.0,3.0,False,7.0,13.0,True,3.0
TUN_3067,Montplaisir,Rue du Caire,2024-10-11 10:33:00,36.893003073890895,10.2120946964347,True,True,False,5.0,34.0,False,2.0,24.0,False,3.0
TUN_3068,El Menzah,Rue Mohamed V,2024-10-13 21:26:00,36.750178609138224,10.282939148704244,False,True,,5.0,14.0,,3.0,21.0,,3.0
TUN_3069,,,2024-10-25 21:45:00,36.83520525761051,10.234888214273374,False,True,,2.0,18.0,True,4.0,4.0,True,2.0
TUN_3070,El Menzah,Avenue de la Liberté,2024-10-05 03:21:00,36.84132597397574,10.180746600820987,True,False,True,3.0,30.0,True,1.0,24.0,False,2.0
TUN_3071,Les Berges du Lac,Rue du Lac Windermere,2024-10-19 14:03:00,36.822001483415896,10.272476076904855,True,False,,2.0,15.0,True,5.0,6.0,True,2.0
TUN_3072,Carthage,Avenue de la République,2024-10-11 16:49:00,36.76258147884273,10.136212579823193,True,False,True,4.0,18.0,False,2.0,8.0,False,2.0
TUN_3073,Le Bardo,Rue du Pacha,2024-10-28 08:07:00,36.75421925075281,10.208847351522083,False,True,True,1.0,3.0,True,5.0,7.0,False,3.0
TUN_3074,Lafayette,Rue d'Algérie,2024-10-25 05:04:00,36.81953365654054,10.290110074388751,True,True,False,2.0,24.0,False,,8.0,True,2.0
TUN_3075,Carthage,Avenue de la République,2024-11-01 01:56:00,36.87321912672234,10.225079525976083,True,True,False,3.0,30.0,True,1.0,12.0,False,2.0
TUN_3076,Les Berges du Lac,Rue du Lac Windermere,2024-11-01 01:16:00,36.88934674578468,10.263393690094976,False,False,True,3.0,21.0,False,4.0,4.0,True,2.0
TUN_3077,Carthage,Avenue Habib Bourguiba,2024-10-07 03:33:00,36.721181160880754,10.230712145109038,False,True,True,5.0,4.0,True,6.0,15.0,False,3.0
TUN_3078,Cite Olympique,Rue Pierre de Coubertin,2024-10-23 16:57:00,36.73096572251955,10.267874172707579,False,True,False,4.0,37.0,False,6.0,16.0,False,4.0
TUN_3079,Cite Olympique,Avenue du Stade,2024-10-28 06:02:00,36.88894725175661,10.288897575969049,True,True,True,4.0,13.0,True,4.0,11.0,False,1.0
TUN_3080,La Marsa,Rue de la Plage,2024-10-16 06:02:00,36.84730704566696,10.154584345506548,True,True,True,2.0,27.0,True,0.0,6.0,True,1.0
TUN_3081,Cite Olympique,Rue des Sports,2024-10-05 11:23:00,36.876598764965955,10.133932216251344,False,False,False,,1.0,False,2.0,5.0,True,3.0
TUN_3082,Montplaisir,Rue du Caire,2024-10-16 08:57:00,36.74052652682707,10.196798150066508,True,True,False,3.0,28.0,True,6.0,17.0,True,3.0
TUN_3083,El Menzah,Rue des Entrepreneurs,2024-10-29 02:40:00,36.817517174221884,10.240372485364844,True,True,True,2.0,31.0,True,1.0,16.0,True,1.0
TUN_3084,La Medina,Rue de la Kasbah,2024-10-05 07:34:00,36.84022791888349,10.145438250636444,True,False,True,5.0,9.0,True,1.0,17.0,True,2.0
TUN_3085,El Menzah,Rue Mohamed V,2024-10-07 03:24:00,36.83602237708939,10.100820290086032,False,False,True,2.0,17.0,True,3.0,6.0,False,2.0
TUN_3086,Lafayette,Avenue de la Liberté,2024-10-08 02:09:00,36.78163033817334,10.16858702316734,False,False,False,4.0,32.0,True,5.0,10.0,True,3.0
TUN_3087,Mutuelleville,Rue des Jasmins,2024-10-15 03:12:00,36.70307897833826,10.29377186709356,True,True,True,4.0,,True,1.0,9.0,False,1.0
TUN_3088,La Medina,Rue Sidi Ben Arous,,36.81658521136085,10.23899349212117,,True,False,2.0,25.0,True,4.0,2.0,False,2.0
TUN_3089,El Menzah,Rue Mohamed V,2024-10-10 11:25:00,36.75062030783592,10.180265088788245,True,True,True,4.0,13.0,True,2.0,6.0,True,1.0
TUN_3090,Montplaisir,Rue d'Iran,2024-10-15 23:18:00,36.79005084922858,10.138515219469367,True,True,True,2.0,30.0,False,6.0,6.0,,2.0
TUN_3091,Lafayette,Avenue de Londres,2024-10-04 11:26:00,36.891516203016764,10.171217934750949,False,False,False,4.0,32.0,False,2.0,13.0,False,3.0
TUN_3092,Les Berges du Lac,Boulevard de la Terre,2024-10-12 19:33:00,36.77980706352849,10.13396788666025,False,False,True,5.0,1.0,False,4.0,8.0,True,3.0
TUN_3093,Montplaisir,Rue du Caire,2024-10-10 11:38:00,36.86796032133289,10.12126116426259,True,True,True,4.0,19.0,True,2.0,13.0,False,1.0
TUN_3094,Cite Olympique,,2024-10-07 17:10:00,36.73770812114985,10.28134847451451,True,True,True,5.0,22.0,True,6.0,23.0,True,2.0
TUN_3095,La Medina,Rue de la Kasbah,2024-10-20 00:13:00,36.83449209960501,10.299530067675095,True,False,True,4.0,21.0,False,2.0,20.0,False,3.0
TUN_3096,La Marsa,Rue de la Plage,2024-10-09 08:20:00,36.895401390887784,10.132822887919158,True,True,True,1.0,12.0,True,6.0,24.0,False,3.0
TUN_3097,Mutuelleville,Avenue Louis Braille,2024-10-14 20:50:00,36.72037862017459,10.110904511775656,False,True,True,,39.0,False,2.0,7.0,,2.0
TUN_3098,Le Bardo,Rue du Pacha,2024-10-21 08:08:00,36.70166398844544,10.165946221429243,True,,True,1.0,19.0,False,0.0,17.0,True,3.0
TUN_3099,Les Berges du Lac,Rue du Lac Michigan,2024-10-30 22:06:00,36.78671655852652,10.192331836152283,False,True,False,5.0,19.0,True,2.0,4.0,True,2.0
TUN_3100,Montplaisir,Avenue Mohamed V,2024-10-12 02:45:00,36.71852509661028,10.140964249415171,True,False,True,4.0,35.0,True,1.0,23.0,True,2.0
TUN_3101,,,2024-10-05 13:09:00,36.849676869935244,10.16028498235971,True,False,True,2.0,7.0,True,3.0,19.0,True,2.0
TUN_3102,Montplaisir,Rue du Caire,2024-10-30 04:02:00,36.88290973276971,10.140174147138332,True,False,True,5.0,22.0,False,5.0,3.0,False,3.0
TUN_3103,Le Bardo,Avenue Habib Bourguiba,2024-10-27 14:27:00,36.78680419454175,10.254852113686491,True,True,False,3.0,20.0,False,1.0,24.0,True,2.0
TUN_3104,Les Berges du Lac,Rue du Lac Michigan,2024-10-25 14:51:00,36.75174232843109,10.242515588649452,True,,True,3.0,19.0,True,7.0,13.0,False,2.0
TUN_3105,Lafayette,Rue de Marseille,2024-10-26 11:47:00,36.78688066380132,10.226990303152197,True,True,False,3.0,1.0,True,7.0,14.0,True,2.0
TUN_3106,El Menzah,Avenue de la Liberté,2024-10-21 22:16:00,36.84468956357,10.177443571415841,True,True,True,2.0,31.0,True,,2.0,True,1.0
TUN_3107,Les Berges du Lac,Rue du Lac Michigan,2024-10-03 22:50:00,36.70181083231608,10.281808188262847,False,True,False,1.0,11.0,True,6.0,19.0,True,4.0
TUN_3108,El Menzah,Rue Mohamed V,2024-10-03 19:48:00,36.817890797896936,10.293906508307005,True,True,True,2.0,37.0,True,1.0,22.0,False,
TUN_3109,Montplaisir,Avenue Kheireddine Pacha,2024-10-12 13:50:00,36.822658336977476,10.134727862525082,True,,,1.0,5.0,True,7.0,9.0,True,3.0
TUN_3110,Les Berges du Lac,Rue du Lac Michigan,2024-10-25 15:43:00,36.82753764937919,10.144602528282375,True,False,False,5.0,3.0,True,7.0,21.0,False,4.0
TUN_3111,La Marsa,Rue de la Plage,2024-10-10 08:22:00,36.74840441599618,10.205126205600074,True,True,True,1.0,34.0,False,3.0,4.0,False,2.0
TUN_3112,Lafayette,Rue d'Algérie,2024-10-17 07:37:00,36.84281054467562,10.11825011385645,False,True,True,1.0,24.0,True,3.0,1.0,True,2.0
TUN_3113,Le Bardo,Rue du Pacha,2024-10-31 18:08:00,36.71827829726636,10.187289679764623,True,True,True,4.0,19.0,False,1.0,12.0,True,1.0
TUN_3114,El Menzah,Rue Mohamed V,2024-10-06 15:25:00,36.739854067293365,10.216358252955542,True,True,True,2.0,24.0,True,4.0,14.0,False,1.0
TUN_3115,,,2024-10-12 05:00:00,36.87549400933089,10.204414714227466,True,True,True,3.0,5.0,False,5.0,2.0,True,2.0
TUN_3116,Carthage,Avenue de la République,2024-10-11 22:01:00,36.847744630145314,10.166181716615606,True,False,True,4.0,33.0,True,5.0,12.0,False,2.0
TUN_3117,Lafayette,Avenue de la Liberté,2024-10-11 02:06:00,36.70274911080227,10.208489161215441,True,False,False,3.0,19.0,True,5.0,11.0,True,3.0
TUN_3118,Mutuelleville,Rue des Orangers,2024-10-28 12:50:00,36.74967525207396,10.29176019085177,True,True,True,4.0,33.0,False,3.0,1.0,True,1.0
TUN_3119,Les Berges du Lac,Boulevard de la Terre,2024-10-30 23:45:00,36.74288129659863,10.141203480858275,True,True,True,,5.0,True,3.0,22.0,True,2.0
TUN_3120,Lafayette,Avenue de Londres,2024-10-09 18:35:00,36.754161265607394,10.2309662716788,False,False,True,5.0,26.0,False,,20.0,False,3.0
TUN_3121,Le Bardo,Rue du Musée,2024-10-06 05:32:00,36.749511954055976,10.10867933883121,True,True,True,5.0,37.0,True,4.0,9.0,False,1.0
TUN_3122,Carthage,Avenue de la République,2024-10-06 10:30:00,36.71250525914857,10.113283280896287,False,False,True,4.0,33.0,False,4.0,17.0,False,3.0
TUN_3123,Les Berges du Lac,Boulevard de la Terre,2024-10-08 09:13:00,36.79178810331936,10.210365644844718,True,False,True,2.0,35.0,True,7.0,8.0,True,2.0
TUN_3124,Mutuelleville,Avenue Taieb Mehiri,2024-10-11 15:47:00,36.84654669495723,10.12098783606559,,True,False,4.0,2.0,True,3.0,1.0,True,2.0
TUN_3125,El Menzah,Avenue Hédi Nouira,2024-10-03 18:52:00,36.821346344943485,10.104469357685371,True,True,True,,5.0,True,7.0,3.0,False,2.0
TUN_3126,Mutuelleville,Rue des Orangers,2024-10-18 06:01:00,36.834574333719615,10.134302599529605,True,True,True,1.0,12.0,True,1.0,17.0,,2.0
TUN_3127,Le Bardo,Rue du Pacha,2024-10-24 21:27:00,36.71622983570725,10.212969834199916,True,True,True,4.0,8.0,True,1.0,8.0,True,1.0
TUN_3128,Mutuelleville,Avenue Louis Braille,2024-10-30 10:31:00,36.890298142035356,10.240668190903786,True,False,,3.0,33.0,True,4.0,2.0,False,2.0
TUN_3129,Cite Olympique,,2024-10-04 02:33:00,36.86769836676861,10.140495712828276,True,True,True,4.0,0.0,True,0.0,18.0,False,2.0
TUN_3130,Les Berges du Lac,Rue du Lac Victoria,2024-10-26 10:59:00,36.861018063699134,10.233651887441635,True,True,True,4.0,22.0,False,1.0,12.0,False,2.0
TUN_3131,Cite Olympique,Rue des Sports,2024-10-21 10:32:00,36.86459676100835,10.136495266219846,True,False,True,1.0,11.0,True,3.0,3.0,False,2.0
TUN_3132,Cite Olympique,Rue Pierre de Coubertin,2024-10-05 12:56:00,36.88654210162655,10.222691485326251,True,True,True,3.0,,True,5.0,,True,2.0
TUN_3133,La Medina,Rue de la Kasbah,2024-10-10 23:44:00,36.80885079322274,10.18239193597916,True,False,True,4.0,18.0,True,,11.0,True,2.0
TUN_3134,Montplaisir,,2024-10-28 07:06:00,36.740056403573526,10.230759901866724,True,False,True,3.0,3.0,True,5.0,17.0,True,3.0
TUN_3135,Mutuelleville,Avenue Taieb Mehiri,2024-11-01 05:15:00,36.823356721570505,10.29901055049585,True,True,False,,33.0,True,3.0,24.0,False,2.0
